_id,partNumber,tcoCategory,color,consumableType,blackLifePages,colorLifePages,listPrice,streetPrice,guid
60f145064db57e110303d681,A070130,TCO_Normal_Yield,Black,Independent_Black,45000,0,49.99,0,NE0011
60f144fb4db57e1103035620,DV612K,TCO_LLC,Black,NA,1140000,0,0,484,NE0010
60f144fb4db57e110303575f,TN611C,TCO_Normal_Yield,Cyan,Independent_Color,0,27000,0,127,NE0010
60f144fb4db57e1103035760,TN611M,TCO_Normal_Yield,Magenta,Independent_Color,0,27000,0,127,NE0010
60f144fb4db57e1103035761,TN611Y,TCO_Normal_Yield,Yellow,Independent_Color,0,27000,0,127,NE0010
60f145064db57e110303d67c,A070131,TCO_Normal_Yield,Black,Independent_Black,40000,0,75.95,0,NE0010
60f144fb4db57e1103034b7e,JC9604718A,TCO_LLC,Independent,NA,50000,0,0,124.95,SG0347
60f144fb4db57e1103034c28,MLD2850B,TCO_High_Yield,Black,NA,5000,0,0,97.99,SG0347
60f144fb4db57e1103034c29,MLD2850A,TCO_Normal_Yield,Black,Independent_Black,2000,0,0,57.99,SG0347
60f145094db57e110304101e,ML2850_S36,SP-360,Black,,0,0,0,27.18,SG0347
60f145014db57e110303a3bb,40709901,TCO_LLC,Black,NA,10000,0,0,89.99,OK0251
60f145014db57e110303a322,52107201,TCO_Normal_Yield,Black,Independent_Black,2000,0,0,28,OK0251
60f144f94db57e11030324f3,40370201,TCO_LLC,Black,NA,13000,0,0,144.99,OK0250
60f144f94db57e11030324f4,40370503,TCO_LLC,Cyan,NA,0,13000,0,144.99,OK0250
60f144f94db57e11030324f5,40370302,TCO_LLC,Magenta,NA,0,13000,0,144.99,OK0250
60f144f94db57e11030324f7,40490902,TCO_LLC,Independent,NA,0,60000,0,169.99,OK0250
60f144f94db57e11030324ef,41012301,TCO_Normal_Yield,Black,Independent_Black,3000,0,0,29,OK0250
60f144f94db57e11030324f0,41012303,TCO_Normal_Yield,Magenta,Independent_Color,0,3000,0,30,OK0250
60f144f94db57e11030324f1,41012304,TCO_Normal_Yield,Cyan,Independent_Color,0,3000,0,30,OK0250
60f144f94db57e11030324f2,41012302,TCO_Normal_Yield,Yellow,Independent_Color,0,3000,0,30,OK0250
60f145064db57e110303d66d,20152,TCO_High_Yield,Black,NA,6000,0,0,134,NE0005
60f145064db57e110303d66e,20150,TCO_Normal_Yield,Black,Independent_Black,3000,0,0,89,NE0005
60f1450a4db57e110304361e,S1400_S36,SP-360,Black,,0,0,17.45,0,NE0005
60f145064db57e110303d69d,20219,TCO_LLC,Independent,NA,0,60000,359.99,0,NE0014
60f145064db57e110303d699,20200,TCO_Normal_Yield,Black,Independent_Black,10000,0,125,0,NE0014
60f145064db57e110303d69a,20203,TCO_Normal_Yield,Cyan,Independent_Color,0,6000,125,0,NE0014
60f145064db57e110303d69b,20202,TCO_Normal_Yield,Magenta,Independent_Color,0,6000,125,0,NE0014
60f145064db57e110303d69c,20201,TCO_Normal_Yield,Yellow,Independent_Color,0,6000,125,0,NE0014
60f145064db57e110303d672,20140,TCO_Normal_Yield,Black,Independent_Black,8000,0,156,0,NE0016
60f1450a4db57e110304361f,SUPeRSCRIPT1800_S36,SP-360,Black,,0,0,40,0,NE0016
60f145064db57e110303d69d,20219,TCO_LLC,Independent,NA,0,60000,359.99,0,NE0015
60f145064db57e110303d6a3,20210,TCO_LLC,Independent,NA,0,12000,120,0,NE0015
60f145064db57e110303d699,20200,TCO_Normal_Yield,Black,Independent_Black,10000,0,125,0,NE0015
60f145064db57e110303d69a,20203,TCO_Normal_Yield,Cyan,Independent_Color,0,6000,125,0,NE0015
60f145064db57e110303d69b,20202,TCO_Normal_Yield,Magenta,Independent_Color,0,6000,125,0,NE0015
60f145064db57e110303d69c,20201,TCO_Normal_Yield,Yellow,Independent_Color,0,6000,125,0,NE0015
60f145064db57e110303d66f,20055,TCO_Normal_Yield,Black,Independent_Black,6000,0,149.99,0,NE0009
60f145064db57e110303d66f,20055,TCO_Normal_Yield,Black,Independent_Black,6000,0,149.99,0,NE0008
60f145064db57e110303d66f,20055,TCO_Normal_Yield,Black,Independent_Black,6000,0,149.99,0,NE0007
60f144ff4db57e1103038727,51645A,TCO_Normal_Yield,Black,Tri-Color_Black,930,0,60.99,0,HP2220
60f144ff4db57e1103038728,C6578DN,TCO_Normal_Yield,Tri-Color,Tri-Color_Color,0,560,65.99,0,HP2220
60f145004db57e11030398c9,50F0ZA0,TCO_LLC,Black,NA,60000,0,73.99,0,LM0089
60f145004db57e11030398ca,40X8024,TCO_LLC,Independent,NA,150000,0,0,258.35,LM0089
60f145004db57e11030398cc,50F0XA0,TCO_High_Yield,Black,NA,10000,0,282.99,0,LM0089
60f145004db57e11030398cf,50F0XA0_SC,Starter Cartridge,Black,NA,3000,0,0,0,LM0089
60f1450a4db57e110304272c,2355695,SP-24,Black,,0,0,0,37.99,LM0089
60f1450a4db57e110304272d,2355696,SP-36,Black,,0,0,0,76.99,LM0089
60f1450a4db57e110304272e,2355692,SP-00,Black,,0,0,0,299.99,LM0089
60f1450a4db57e1103042749,2355691,SP-12,Black,,0,0,0,40.99,LM0089
60f1450a4db57e110304274b,35S0150SP_360,SP-360,Black,,0,0,0,0,LM0089
60f144fe4db57e1103037a90,C4800A,TCO_LLC,Black,NA,12000,0,0,50,HP2200
60f144fe4db57e1103037a91,C4801A,TCO_LLC,Cyan,NA,0,12000,0,38,HP2200
60f144fe4db57e1103037a92,C4802A,TCO_LLC,Magenta,NA,0,12000,0,38,HP2200
60f144fe4db57e1103037a93,C4803A,TCO_LLC,Yellow,NA,0,12000,0,38,HP2200
60f144fe4db57e1103037a8c,C4844A,TCO_Normal_Yield,Black,Independent_Black,2200,0,0,63.89,HP2200
60f144fe4db57e1103037a8d,C4841A,TCO_Normal_Yield,Cyan,Independent_Color,0,1650,0,63.89,HP2200
60f144fe4db57e1103037a8e,C4843A,TCO_Normal_Yield,Magenta,Independent_Color,0,1650,0,63.89,HP2200
60f144fe4db57e1103037a8f,C4842A,TCO_Normal_Yield,Yellow,Independent_Color,0,1650,0,63.89,HP2200
60f1450a4db57e1103041c76,C5900A#ABA_S36,SP-360,Black,,0,0,29.99,0,HP2200
60f144fe4db57e1103037a90,C4800A,TCO_LLC,Black,NA,12000,0,0,50,HP2646
60f144fe4db57e1103037a91,C4801A,TCO_LLC,Cyan,NA,0,12000,0,38,HP2646
60f144fe4db57e1103037a92,C4802A,TCO_LLC,Magenta,NA,0,12000,0,38,HP2646
60f144fe4db57e1103037a93,C4803A,TCO_LLC,Yellow,NA,0,12000,0,38,HP2646
60f144fe4db57e1103037a8c,C4844A,TCO_Normal_Yield,Black,Independent_Black,2200,0,0,63.89,HP2646
60f144fe4db57e1103037a8d,C4841A,TCO_Normal_Yield,Cyan,Independent_Color,0,1650,0,63.89,HP2646
60f144fe4db57e1103037a8e,C4843A,TCO_Normal_Yield,Magenta,Independent_Color,0,1650,0,63.89,HP2646
60f144fe4db57e1103037a8f,C4842A,TCO_Normal_Yield,Yellow,Independent_Color,0,1650,0,63.89,HP2646
60f144fe4db57e1103037a90,C4800A,TCO_LLC,Black,NA,12000,0,0,50,HP2647
60f144fe4db57e1103037a91,C4801A,TCO_LLC,Cyan,NA,0,12000,0,38,HP2647
60f144fe4db57e1103037a92,C4802A,TCO_LLC,Magenta,NA,0,12000,0,38,HP2647
60f144fe4db57e1103037a93,C4803A,TCO_LLC,Yellow,NA,0,12000,0,38,HP2647
60f144fe4db57e1103037a8c,C4844A,TCO_Normal_Yield,Black,Independent_Black,2200,0,0,63.89,HP2647
60f144fe4db57e1103037a8d,C4841A,TCO_Normal_Yield,Cyan,Independent_Color,0,1650,0,63.89,HP2647
60f144fe4db57e1103037a8e,C4843A,TCO_Normal_Yield,Magenta,Independent_Color,0,1650,0,63.89,HP2647
60f144fe4db57e1103037a8f,C4842A,TCO_Normal_Yield,Yellow,Independent_Color,0,1650,0,63.89,HP2647
60f144f84db57e1103030278,724-BBCI,TCO_LLC,Independent,NA,0,0,0,209.95,DL0008
60f144f84db57e1103030279,724-BBKL,TCO_LLC,Independent,NA,100000,0,0,154.99,DL0008
60f144f84db57e1103030276,593-BBBJ,TCO_High_Yield,Black,NA,10000,0,0,190,DL0008
60f144f84db57e1103030277,NWYPG,TCO_Normal_Yield,Black,Independent_Black,3000,0,0,108,DL0008
60f144f84db57e110303027a,NWYPG_SC,Starter Cartridge,Black,NA,3000,0,0,0,DL0008
60f145094db57e110303fd03,210ABNU_S12,SP-12,Black,,0,0,0,0,DL0008
60f145094db57e110303fd04,210ABNU_S36,SP-360,Black,,0,0,0,11.64,DL0008
60f144f84db57e1103030315,331-8434,TCO_LLC,CMYK,NA,0,55000,0,219.95,DL0012
60f144f84db57e1103030316,593-BBBV,TCO_LLC,Independent,NA,0,100000,0,239.95,DL0012
60f144f84db57e1103030317,7XDTM,TCO_LLC,Independent,NA,0,100000,0,239.95,DL0012
60f144f84db57e1103030318,593-BBBU,TCO_High_Yield,Black,NA,6000,0,0,194.95,DL0012
60f144f84db57e1103030319,593-BBBT,TCO_High_Yield,Cyan,NA,0,4000,0,199.95,DL0012
60f144f84db57e110303031a,593-BBBS,TCO_High_Yield,Magenta,NA,0,4000,0,199.95,DL0012
60f144f84db57e110303031b,593-BBBR,TCO_High_Yield,Yellow,NA,0,4000,0,199.95,DL0012
60f144f84db57e11030303dd,593-BBBM,TCO_Normal_Yield,Black,Independent_Black,1200,0,0,89,DL0012
60f144f84db57e11030303e0,593-BBBN,TCO_Normal_Yield,Cyan,Independent_Color,0,1200,0,99,DL0012
60f144f84db57e11030303e2,593-BBBO,TCO_Normal_Yield,Yellow,Independent_Color,0,1200,0,99,DL0012
60f144f84db57e11030303e3,KWJ3T_SC,Starter Cartridge,Black,NA,1200,0,0,0,DL0012
60f144f84db57e11030303e4,TXM5D_SC,Starter Cartridge,Cyan,NA,0,1200,0,0,DL0012
60f144f84db57e11030303e5,FXKGW_SC,Starter Cartridge,Magenta,NA,0,1200,0,0,DL0012
60f144f84db57e11030303e6,RP5V1_SC,Starter Cartridge,Yellow,NA,0,1200,0,0,DL0012
60f145094db57e110303fd5e,210ABPD_S12,SP-12,Color,,0,0,0,0,DL0012
60f145094db57e110303fd5f,210ABPD_S36,SP-360,Color,,0,0,0,149.05,DL0012
60f145004db57e11030398c9,50F0ZA0,TCO_LLC,Black,NA,60000,0,73.99,0,LM0615
60f145004db57e11030398d6,40X8023,TCO_LLC,Independent,NA,200000,0,0,236.95,LM0615
60f145004db57e11030398c8,50F0HA0,TCO_High_Yield,Black,NA,5000,0,203.99,0,LM0615
60f145014db57e1103039a8f,50F1000_SC,Starter Cartridge,Black,NA,1500,0,0,0,LM0615
60f1450a4db57e1103042846,2356642,SP-48,Black,,0,0,0,102.99,LM0615
60f1450a4db57e1103042847,2356641,SP-36,Black,,0,0,0,73.99,LM0615
60f1450a4db57e1103042848,2356639,SP-12,Black,,0,0,0,20.99,LM0615
60f1450a4db57e1103042849,2356646,SP-00,Black,,0,0,0,16.99,LM0615
60f1450a4db57e110304284a,35S0060SP_360,SP-360,Black,,0,0,0,0,LM0615
60f145004db57e11030398c9,50F0ZA0,TCO_LLC,Black,NA,60000,0,73.99,0,LM0040
60f145004db57e11030398d6,40X8023,TCO_LLC,Independent,NA,200000,0,0,236.95,LM0040
60f145004db57e11030398cc,50F0XA0,TCO_High_Yield,Black,NA,10000,0,282.99,0,LM0040
60f145004db57e11030398cf,50F0XA0_SC,Starter Cartridge,Black,NA,3000,0,0,0,LM0040
60f1450a4db57e1103042733,2356748,SP-48,Black,,0,0,0,113.99,LM0040
60f1450a4db57e1103042734,2356753,SP-12,Black,,0,0,0,40.99,LM0040
60f1450a4db57e1103042735,2356754,SP-24,Black,,0,0,0,81.99,LM0040
60f1450a4db57e1103042736,2356755,SP-36,Black,,0,0,0,130.99,LM0040
60f1450a4db57e1103042737,35S0260SP_360,SP-360,Black,,0,0,0,0,LM0040
60f145004db57e1103039709,40X8420,TCO_LLC,Independent,NA,200000,0,0,299,LM0026
60f145004db57e110303974e,58D0ZA0,TCO_LLC,Black,NA,150000,0,97.99,0,LM0026
60f145004db57e1103039717,52D0HA0,TCO_High_Yield,Black,NA,25000,0,519.99,0,LM0026
60f145004db57e1103039718,52D0HA0_SC,Starter Cartridge,Black,NA,10000,0,0,0,LM0026
60f1450a4db57e110304264c,40G0150_S12,SP-12,Black,,0,0,0,388,LM0026
60f1450a4db57e110304264d,40G0150SP_360,SP-360,Black,,0,0,0,0,LM0026
60f144f84db57e1103030315,331-8434,TCO_LLC,CMYK,NA,0,55000,0,219.95,DL0013
60f144f84db57e1103030321,331-8436,TCO_LLC,Independent,NA,0,100000,0,209.95,DL0013
60f144f84db57e1103030323,331-8429,TCO_High_Yield,Black,NA,11000,0,0,163.99,DL0013
60f144f84db57e1103030324,331-8432,TCO_High_Yield,Cyan,NA,0,9000,0,307.99,DL0013
60f144f84db57e1103030325,331-8431,TCO_High_Yield,Magenta,NA,0,9000,0,307.99,DL0013
60f144f84db57e1103030326,331-8430,TCO_High_Yield,Yellow,NA,0,9000,0,311.99,DL0013
60f144f84db57e1103030327,331-8421,TCO_Normal_Yield,Black,Independent_Black,3000,0,0,94.99,DL0013
60f144f84db57e1103030328,331-8424,TCO_Normal_Yield,Cyan,Independent_Color,0,3000,0,189.99,DL0013
60f144f84db57e1103030329,331-8423,TCO_Normal_Yield,Magenta,Independent_Color,0,3000,0,189.99,DL0013
60f144f84db57e110303032a,331-8422,TCO_Normal_Yield,Yellow,Independent_Color,0,3000,0,189.99,DL0013
60f144f84db57e11030303f1,KT6FG_SC,Starter Cartridge,Black,NA,3000,3000,0,0,DL0013
60f144f84db57e11030303f2,2PRFP_SC,Starter Cartridge,Cyan,NA,0,3000,0,0,DL0013
60f144f84db57e11030303f3,2GYKF_SC,Starter Cartridge,Magenta,NA,0,3000,0,0,DL0013
60f144f84db57e11030303f4,V0PNK_SC,Starter Cartridge,Yellow,NA,0,3000,0,0,DL0013
60f145094db57e110303fd60,C3760DN_S12,SP-12,Color,,0,0,0,0,DL0013
60f145094db57e110303fd61,C3760DN_S36,SP-360,Color,,0,0,0,29.95,DL0013
60f144f84db57e110303029d,331-9754,TCO_LLC,Black,NA,100000,0,0,90.49,DL0005
60f144f84db57e11030302a0,331-9762,TCO_LLC,Independent,NA,200000,0,0,399.95,DL0005
60f144f84db57e110303029e,331-9797,TCO_Normal_Yield,Black,Independent_Black,6000,0,0,109.99,DL0005
60f144f84db57e11030302af,332-2915,TCO_High_Yield,Black,NA,45000,0,0,436,DL0005
60f144f84db57e11030302b3,331-9797_SC,Starter Cartridge,Black,NA,10000,0,0,0,DL0005
60f145094db57e110303fd1c,P789J_S36N,SP-36_NBD,Black,,0,0,0,0,DL0005
60f145094db57e110303fd1d,P789J_S36,SP-360,Black,,0,0,0,44.75,DL0005
60f144ff4db57e1103038728,C6578DN,TCO_Normal_Yield,Tri-Color,Tri-Color_Color,0,560,65.99,0,HP2219
60f144ff4db57e1103038b67,C6615DN,TCO_Normal_Yield,Black,Tri-Color_Black,500,0,60.99,0,HP2219
60f144fa4db57e11030333eb,406686,TCO_LLC,Independent,NA,120000,0,0,159.95,RC0036
60f144fa4db57e11030333e9,406683,TCO_Normal_Yield,Black,Independent_Black,25000,0,343.95,151.95,RC0036
60f144fa4db57e11030333ec,406683_SC,Starter Cartridge,Black,NA,6000,0,0,0,RC0036
60f1450a4db57e1103043922,006903MIU,SP-00,Black,,0,0,0,202.99,RC0036
60f1450a4db57e1103043923,006904MIU,SP-12,Black,,0,0,0,324.99,RC0036
60f1450a4db57e1103043924,006905MIU,SP-24,Black,,0,0,0,595.99,RC0036
60f1450a4db57e1103043925,006906MIU,SP-36,Black,,0,0,0,811.99,RC0036
60f1450a4db57e1103043926,406722SP_360,SP-360,Black,,0,0,0,0,RC0036
60f144fa4db57e11030333eb,406686,TCO_LLC,Independent,NA,120000,0,0,159.95,RC0031
60f144fa4db57e11030333e9,406683,TCO_Normal_Yield,Black,Independent_Black,25000,0,343.95,151.95,RC0031
60f144fa4db57e11030333ec,406683_SC,Starter Cartridge,Black,NA,6000,0,0,0,RC0031
60f1450a4db57e1103043917,006908MIU,SP-12,Black,,0,0,0,405.99,RC0031
60f1450a4db57e1103043918,006909MIU,SP-24,Black,,0,0,0,744.99,RC0031
60f1450a4db57e1103043919,006910MIU,SP-36,Black,,0,0,0,1014.99,RC0031
60f1450a4db57e1103043921,406851SP_360,SP-360,Black,,0,0,0,0,RC0031
60f145004db57e11030398d2,40X8433,TCO_LLC,Independent,NA,200000,0,0,298.26,LM0052
60f145004db57e1103039a75,24B6040,TCO_LLC,Black,NA,60000,0,0,64.95,LM0052
60f145004db57e1103039a78,24B6186,TCO_Normal_Yield,Black,Independent_Black,16000,0,0,109.99,LM0052
60f145004db57e1103039a7b,24B6186_SC,Starter Cartridge,Black,NA,7500,0,0,0,LM0052
60f1450a4db57e1103042836,2356494,SP-12,Black,,0,0,129,0,LM0052
60f1450a4db57e1103042837,2356495,SP-24,Black,,0,0,229,0,LM0052
60f1450a4db57e1103042838,2356496,SP-36,Black,,0,0,329,0,LM0052
60f1450a4db57e1103042839,2356497,SP-48,Black,,0,0,429,0,LM0052
60f1450a4db57e110304283a,35S0041SP_360,SP-360,Black,,0,0,0,0,LM0052
60f145004db57e11030398c9,50F0ZA0,TCO_LLC,Black,NA,60000,0,73.99,0,LM0041
60f145004db57e11030398da,40X9135,TCO_LLC,Independent,NA,200000,0,0,339.95,LM0041
60f145004db57e11030398d8,60F0HA0,TCO_High_Yield,Black,NA,10000,0,305.99,0,LM0041
60f145004db57e11030398db,60F0HA0_SC,Starter Cartridge,Black,NA,5000,0,0,0,LM0041
60f1450a4db57e1103042738,35S5701_S12,SP-12,Black,,0,0,0,0,LM0041
60f1450a4db57e1103042739,35S5701_S36,SP-360,Black,,0,0,0,18.99,LM0041
60f145004db57e11030398c9,50F0ZA0,TCO_LLC,Black,NA,60000,0,73.99,0,LM0044
60f145004db57e11030398de,40X9146,TCO_LLC,Independent,NA,200000,0,0,359.95,LM0044
60f145004db57e11030398dc,60F0XA0,TCO_High_Yield,Black,NA,20000,0,415.99,0,LM0044
60f145004db57e11030398df,60F0XA0_SC,Starter Cartridge,Black,NA,7500,0,0,0,LM0044
60f1450a4db57e110304273a,35S5703_S12N,SP-12_NBD,Black,,0,0,0,0,LM0044
60f1450a4db57e110304273b,35S5703_S36,SP-360,Black,,0,0,0,49.95,LM0044
60f144f84db57e110303078f,113R00773,TCO_LLC,Black,NA,85000,0,0,79.99,XE0070
60f144f84db57e1103030790,115R00084,TCO_LLC,Independent,NA,200000,0,0,299.99,XE0070
60f144f84db57e110303080e,106R02720_SC,Starter Cartridge,Black,NA,5900,0,0,0,XE0070
60f144f84db57e110303082e,106R02722,TCO_High_Yield,Black,NA,14100,0,0,350.99,XE0070
60f145094db57e110303fe94,E3610SA,SP-12,Black,,0,0,0,141.99,XE0070
60f145094db57e110303fe95,3610DNSP_360,SP-360,Black,,0,0,0,0,XE0070
60f144fd4db57e1103036c51,C9352AN,TCO_Normal_Yield,Tri-Color,Tri-Color_Color,0,165,31.99,0,HP2543
60f144fe4db57e1103037e58,C9351AN,TCO_Normal_Yield,Black,Tri-Color_Black,190,0,0,18.99,HP2543
60f144f84db57e110303028c,331-9811,TCO_LLC,Black,NA,60000,0,0,62.95,DL0021
60f144f84db57e110303028f,331-9814,TCO_LLC,Independent,NA,200000,0,0,330,DL0021
60f144f84db57e110303028e,331-9803,TCO_Normal_Yield,Black,Independent_Black,2500,0,0,105,DL0021
60f144f84db57e1103030290,331-9803_SC,Starter Cartridge,Black,NA,7500,0,0,0,DL0021
60f144f84db57e11030302ce,331-9807,TCO_High_Yield,Black,NA,20000,0,0,350,DL0021
60f145094db57e110303fd29,TPNJ7_S12,SP-12,Black,,0,0,0,0,DL0021
60f145094db57e110303fd2a,TPNJ7_S36,SP-360,Black,,0,0,0,15.77,DL0021
60f145004db57e11030398f6,40X9137,TCO_LLC,Independent,NA,200000,0,0,298.26,LM0054
60f145004db57e1103039a75,24B6040,TCO_LLC,Black,NA,60000,0,0,64.95,LM0054
60f145004db57e1103039a78,24B6186,TCO_Normal_Yield,Black,Independent_Black,16000,0,0,109.99,LM0054
60f145004db57e1103039a7b,24B6186_SC,Starter Cartridge,Black,NA,7500,0,0,0,LM0054
60f1450a4db57e110304283b,2356524,SP-12,Black,,0,0,329,0,LM0054
60f1450a4db57e110304283c,2356525,SP-24,Black,,0,0,599,0,LM0054
60f1450a4db57e110304283d,2356526,SP-36,Black,,0,0,879,0,LM0054
60f1450a4db57e110304283e,2356527,SP-48,Black,,0,0,1119,0,LM0054
60f1450a4db57e110304283f,35S6830SP_360,SP-360,Black,,0,0,0,0,LM0054
60f144f84db57e110303078f,113R00773,TCO_LLC,Black,NA,85000,0,0,79.99,XE0093
60f144f84db57e1103030790,115R00084,TCO_LLC,Independent,NA,200000,0,0,299.99,XE0093
60f144f84db57e110303080a,106R02720,TCO_Normal_Yield,Black,Independent_Black,5900,0,0,186.99,XE0093
60f144f84db57e110303080b,106R02731,TCO_High_Yield,Black,NA,25300,0,0,418.99,XE0093
60f144f84db57e110303080e,106R02720_SC,Starter Cartridge,Black,NA,5900,0,0,0,XE0093
60f145094db57e110303fe7a,E3615MA,SP-12,Black,,0,0,0,249,XE0093
60f145094db57e110303fe7b,3615DNSP_360,SP-360,Black,,0,0,0,0,XE0093
60f145064db57e110303dbdc,7475A_K,TCO_Normal_Yield,Black,Independent_Black,0,0,0,0,HP1403
60f145064db57e110303dbdd,7475A_C,TCO_Normal_Yield,Cyan,Independent_Color,0,8374,0,0,HP1403
60f145064db57e110303dbde,7475A_M,TCO_Normal_Yield,Magenta,Independent_Color,0,8374,0,0,HP1403
60f145064db57e110303dbdf,7475A_Y,TCO_Normal_Yield,Yellow,Independent_Color,0,8374,0,0,HP1403
60f1450a4db57e1103043785,7475ASP_360,SP-360,Color,,0,0,0,0,HP1403
60f145064db57e110303dbe0,7550_K,TCO_Normal_Yield,Black,Independent_Black,0,0,0,0,HP1404
60f145064db57e110303dbe1,7550_C,TCO_Normal_Yield,Cyan,Independent_Color,0,11620,0,0,HP1404
60f145064db57e110303dbe2,7550_M,TCO_Normal_Yield,Magenta,Independent_Color,0,11620,0,0,HP1404
60f145064db57e110303dbe3,7550_Y,TCO_Normal_Yield,Yellow,Independent_Color,0,11620,0,0,HP1404
60f1450a4db57e1103043786,7550SP_360,SP-360,Color,,0,0,0,0,HP1404
60f1450a4db57e1103041f67,C1316A_S12,SP-12,Black,,0,0,0,0,HP1717
60f1450a4db57e1103041f68,C1316ASP_360,SP-360,Black,,0,0,0,0,HP1717
60f1450a4db57e1103041f78,C1313A_S12,SP-12,Black,,0,0,0,0,HP2119
60f1450a4db57e1103041f79,C1313ASP_360,SP-360,Black,,0,0,0,0,HP2119
60f145054db57e110303caf4,DR221CL,TCO_LLC,CMYK,NA,0,50000,149.99,0,BR0324
60f145054db57e110303caf5,BU220CL,TCO_LLC,Independent,NA,0,50000,129.99,0,BR0324
60f144fb4db57e1103035769,TN221C,TCO_Normal_Yield,Cyan,Independent_Color,0,21000,0,119.95,BR0324
60f144fb4db57e110303576a,TN221M,TCO_Normal_Yield,Magenta,Independent_Color,0,21000,0,119.95,BR0324
